event_id,user_id,session_id,event_type,product_id,query_text,duration_ms,created_at,page,product_type
EVT_000053,US_006,SSN_US_006_03,sort,,sort: newest,,2026-04-01T19:23:44Z,products_list,LAPTOP
EVT_000054,US_006,SSN_US_006_01,purchase,3,,6103,2026-04-01T19:27:10Z,checkout_success,LAPTOP
EVT_000055,US_006,SSN_US_006_02,chat,8,Con này có nâng cấp RAM/SSD được không?,,2026-04-01T19:30:08Z,chat_widget,LAPTOP
EVT_000056,US_006,SSN_US_006_03,remove_from_cart,5,,5122,2026-04-01T19:31:00Z,cart,LAPTOP
EVT_000057,US_006,SSN_US_006_01,filter,,filter: purpose=đồ hoạ - kỹ thuật,,2026-04-01T19:34:53Z,products_list,LAPTOP
EVT_000058,US_006,SSN_US_006_02,view,4,,53343,2026-04-01T19:36:51Z,product_detail,LAPTOP
EVT_000059,US_006,SSN_US_006_03,search,,laptop 14 inch nhẹ,,2026-04-01T19:40:14Z,products_list,LAPTOP
EVT_000060,US_006,SSN_US_006_01,checkout_start,,,5295,2026-04-01T19:43:20Z,checkout,LAPTOP
EVT_000061,US_007,SSN_US_007_01,filter,,filter: purpose=đồ hoạ - kỹ thuật,,2026-04-13T21:41:00Z,products_list,LAPTOP
EVT_000062,US_007,SSN_US_007_02,sort,,sort: price_asc,,2026-04-13T21:43:31Z,products_list,LAPTOP
EVT_000063,US_007,SSN_US_007_01,paginate,,,1702,2026-04-13T21:46:11Z,products_list,LAPTOP
EVT_000064,US_007,SSN_US_007_02,remove_from_cart,2,,5969,2026-04-13T21:46:22Z,cart,LAPTOP
EVT_000065,US_007,SSN_US_007_01,chat,4,Máy này có phù hợp học IT + làm đồ hoạ không?,,2026-04-13T21:46:47Z,chat_widget,LAPTOP
EVT_000066,US_007,SSN_US_007_02,view,14,,39654,2026-04-13T21:47:05Z,product_detail,LAPTOP
EVT_000067,US_007,SSN_US_007_01,search,,laptop AI ryzen,,2026-04-13T21:47:33Z,products_list,LAPTOP
EVT_000068,US_007,SSN_US_007_02,purchase,5,,14960,2026-04-13T21:48:43Z,checkout_success,LAPTOP
EVT_000069,US_007,SSN_US_007_01,checkout_start,,,5510,2026-04-13T21:50:57Z,checkout,LAPTOP
EVT_000070,US_007,SSN_US_007_02,add_to_cart,3,,7425,2026-04-13T21:53:25Z,cart,LAPTOP
EVT_000071,US_008,SSN_US_008_01,add_to_cart,8,,8576,2026-04-19T15:15:00Z,cart,LAPTOP
EVT_000072,US_008,SSN_US_008_02,paginate,,,1021,2026-04-19T15:18:16Z,products_list,LAPTOP
EVT_000073,US_008,SSN_US_008_03,view,11,,60348,2026-04-19T15:21:18Z,product_detail,LAPTOP
EVT_000074,US_008,SSN_US_008_01,filter,,filter: purpose=mỏng nhẹ,,2026-04-19T15:21:53Z,products_list,LAPTOP
EVT_000075,US_008,SSN_US_008_02,chat,12,Máy có nóng khi chạy lâu không?,,2026-04-19T15:23:46Z,chat_widget,LAPTOP
EVT_000076,US_008,SSN_US_008_03,purchase,14,,5790,2026-04-19T15:27:20Z,checkout_success,LAPTOP
EVT_000077,US_008,SSN_US_008_01,search,,laptop mỏng nhẹ pin trâu,,2026-04-19T15:28:33Z,products_list,LAPTOP
EVT_000078,US_008,SSN_US_008_02,sort,,sort: newest,,2026-04-19T15:29:31Z,products_list,LAPTOP
EVT_000079,US_008,SSN_US_008_03,remove_from_cart,3,,4256,2026-04-19T15:31:35Z,cart,LAPTOP
EVT_000080,US_008,SSN_US_008_01,checkout_start,,,6563,2026-04-19T15:32:31Z,checkout,LAPTOP
EVT_000081,US_009,SSN_US_009_01,chat,7,Màn hình có đẹp để làm thiết kế không?,,2026-04-03T14:51:00Z,chat_widget,LAPTOP
EVT_000082,US_009,SSN_US_009_01,filter,,filter: purpose=mỏng nhẹ,,2026-04-03T14:53:13Z,products_list,LAPTOP
EVT_000083,US_009,SSN_US_009_01,sort,,sort: price_desc,,2026-04-03T14:57:04Z,products_list,LAPTOP
EVT_000084,US_009,SSN_US_009_01,remove_from_cart,3,,3904,2026-04-03T14:57:29Z,cart,LAPTOP
EVT_000085,US_009,SSN_US_009_01,checkout_start,,,8396,2026-04-03T14:57:39Z,checkout,LAPTOP
EVT_000086,US_009,SSN_US_009_01,paginate,,,2663,2026-04-03T14:58:56Z,products_list,LAPTOP
EVT_000087,US_009,SSN_US_009_01,add_to_cart,7,,7206,2026-04-03T15:00:19Z,cart,LAPTOP
EVT_000088,US_009,SSN_US_009_01,search,,laptop AI ryzen,,2026-04-03T15:03:36Z,products_list,LAPTOP
EVT_000089,US_009,SSN_US_009_01,view,12,,49894,2026-04-03T15:06:35Z,product_detail,LAPTOP
EVT_000090,US_009,SSN_US_009_01,purchase,4,,8861,2026-04-03T15:07:24Z,checkout_success,LAPTOP
EVT_000091,US_010,SSN_US_010_01,purchase,14,,7044,2026-04-19T23:34:00Z,checkout_success,LAPTOP
EVT_000092,US_010,SSN_US_010_01,filter,,filter: purpose=đồ hoạ - kỹ thuật,,2026-04-19T23:34:27Z,products_list,LAPTOP
EVT_000093,US_010,SSN_US_010_01,remove_from_cart,11,,2726,2026-04-19T23:34:54Z,cart,LAPTOP
EVT_000094,US_010,SSN_US_010_01,view,2,,55334,2026-04-19T23:36:47Z,product_detail,LAPTOP
EVT_000095,US_010,SSN_US_010_01,sort,,sort: newest,,2026-04-19T23:38:00Z,products_list,LAPTOP
EVT_000096,US_010,SSN_US_010_01,paginate,,,962,2026-04-19T23:40:42Z,products_list,LAPTOP
EVT_000097,US_010,SSN_US_010_01,checkout_start,,,3343,2026-04-19T23:43:30Z,checkout,LAPTOP
EVT_000098,US_010,SSN_US_010_01,chat,11,Con này có nâng cấp RAM/SSD được không?,,2026-04-19T23:45:27Z,chat_widget,LAPTOP
EVT_000099,US_010,SSN_US_010_01,add_to_cart,9,,4091,2026-04-19T23:48:01Z,cart,LAPTOP
EVT_000100,US_010,SSN_US_010_01,search,,laptop mỏng nhẹ pin trâu,,2026-04-19T23:49:17Z,products_list,LAPTOP
EVT_000101,US_011,SSN_US_011_01,add_to_cart,2,,5904,2026-04-11T07:16:00Z,cart,LAPTOP
EVT_000102,US_011,SSN_US_011_02,chat,9,Máy có nóng khi chạy lâu không?,,2026-04-11T07:17:04Z,chat_widget,LAPTOP
EVT_000103,US_011,SSN_US_011_03,view,15,,40872,2026-04-11T07:17:47Z,product_detail,LAPTOP
EVT_000104,US_011,SSN_US_011_01,checkout_start,,,3127,2026-04-11T07:21:42Z,checkout,LAPTOP
EVT_000105,US_011,SSN_US_011_02,search,,laptop mỏng nhẹ pin trâu,,2026-04-11T07:25:37Z,products_list,LAPTOP
EVT_000106,US_011,SSN_US_011_03,purchase,5,,6584,2026-04-11T07:27:21Z,checkout_success,LAPTOP
EVT_000107,US_011,SSN_US_011_01,sort,,sort: newest,,2026-04-11T07:29:23Z,products_list,LAPTOP
EVT_000108,US_011,SSN_US_011_02,paginate,,,2039,2026-04-11T07:32:33Z,products_list,LAPTOP
EVT_000109,US_011,SSN_US_011_03,filter,,filter: purpose=đồ hoạ - kỹ thuật,,2026-04-11T07:35:19Z,products_list,LAPTOP
EVT_000110,US_011,SSN_US_011_01,remove_from_cart,1,,5343,2026-04-11T07:37:44Z,cart,LAPTOP
EVT_000111,US_012,SSN_US_012_01,search,,laptop mỏng nhẹ pin trâu,,2026-04-04T04:16:00Z,products_list,LAPTOP
EVT_000112,US_012,SSN_US_012_02,sort,,sort: newest,,2026-04-04T04:19:05Z,products_list,LAPTOP
EVT_000113,US_012,SSN_US_012_03,add_to_cart,5,,5640,2026-04-04T04:22:53Z,cart,LAPTOP
EVT_000114,US_012,SSN_US_012_01,purchase,5,,4832,2026-04-04T04:25:08Z,checkout_success,LAPTOP
EVT_000115,US_012,SSN_US_012_02,paginate,,,3398,2026-04-04T04:25:41Z,products_list,LAPTOP
EVT_000116,US_012,SSN_US_012_03,remove_from_cart,14,,3066,2026-04-04T04:27:39Z,cart,LAPTOP
EVT_000117,US_012,SSN_US_012_01,checkout_start,,,2058,2026-04-04T04:28:00Z,checkout,LAPTOP
EVT_000118,US_012,SSN_US_012_02,filter,,filter: purpose=mỏng nhẹ,,2026-04-04T04:29:35Z,products_list,LAPTOP
EVT_000119,US_012,SSN_US_012_03,chat,5,Pin dùng văn phòng được bao lâu?,,2026-04-04T04:32:28Z,chat_widget,LAPTOP
EVT_000120,US_012,SSN_US_012_01,view,8,,54154,2026-04-04T04:35:47Z,product_detail,LAPTOP
EVT_000121,US_013,SSN_US_013_01,add_to_cart,1,,4025,2026-04-18T00:07:00Z,cart,LAPTOP
EVT_000122,US_013,SSN_US_013_02,checkout_start,,,2653,2026-04-18T00:08:43Z,checkout,LAPTOP
EVT_000123,US_013,SSN_US_013_01,sort,,sort: price_desc,,2026-04-18T00:12:43Z,products_list,LAPTOP
EVT_000124,US_013,SSN_US_013_02,chat,11,Pin dùng văn phòng được bao lâu?,,2026-04-18T00:13:46Z,chat_widget,LAPTOP
EVT_000125,US_013,SSN_US_013_01,paginate,,,1221,2026-04-18T00:16:46Z,products_list,LAPTOP
EVT_000126,US_013,SSN_US_013_02,purchase,13,,13173,2026-04-18T00:18:26Z,checkout_success,LAPTOP
EVT_000127,US_013,SSN_US_013_01,remove_from_cart,14,,4129,2026-04-18T00:22:22Z,cart,LAPTOP
EVT_000128,US_013,SSN_US_013_02,search,,laptop 14 inch nhẹ,,2026-04-18T00:25:10Z,products_list,LAPTOP
EVT_000129,US_013,SSN_US_013_01,filter,,filter: purpose=mỏng nhẹ,,2026-04-18T00:25:59Z,products_list,LAPTOP
EVT_000130,US_013,SSN_US_013_02,view,3,,70421,2026-04-18T00:29:50Z,product_detail,LAPTOP
EVT_000131,US_014,SSN_US_014_01,purchase,4,,7269,2026-04-14T00:11:00Z,checkout_success,LAPTOP
EVT_000132,US_014,SSN_US_014_01,chat,15,Màn hình có đẹp để làm thiết kế không?,,2026-04-14T00:14:39Z,chat_widget,LAPTOP
EVT_000133,US_014,SSN_US_014_01,paginate,,,2050,2026-04-14T00:16:18Z,products_list,LAPTOP
EVT_000134,US_014,SSN_US_014_01,checkout_start,,,5728,2026-04-14T00:19:58Z,checkout,LAPTOP
EVT_000135,US_014,SSN_US_014_01,search,,laptop đồ hoạ kỹ thuật 20 triệu,,2026-04-14T00:21:05Z,products_list,LAPTOP
EVT_000136,US_014,SSN_US_014_01,view,4,,44113,2026-04-14T00:24:03Z,product_detail,LAPTOP
EVT_000137,US_014,SSN_US_014_01,filter,,filter: purpose=gaming,,2026-04-14T00:25:37Z,products_list,LAPTOP
EVT_000138,US_014,SSN_US_014_01,sort,,sort: price_asc,,2026-04-14T00:29:28Z,products_list,LAPTOP
EVT_000139,US_014,SSN_US_014_01,remove_from_cart,5,,3676,2026-04-14T00:32:55Z,cart,LAPTOP
EVT_000140,US_014,SSN_US_014_01,add_to_cart,9,,4774,2026-04-14T00:35:49Z,cart,LAPTOP
EVT_000141,US_015,SSN_US_015_01,add_to_cart,7,,6466,2026-04-11T00:07:00Z,cart,LAPTOP
EVT_000142,US_015,SSN_US_015_02,purchase,2,,10311,2026-04-11T00:09:20Z,checkout_success,LAPTOP
EVT_000143,US_015,SSN_US_015_03,view,10,,30457,2026-04-11T00:13:20Z,product_detail,LAPTOP
EVT_000144,US_015,SSN_US_015_01,sort,,sort: price_asc,,2026-04-11T00:14:35Z,products_list,LAPTOP
EVT_000145,US_015,SSN_US_015_02,checkout_start,,,9144,2026-04-11T00:17:46Z,checkout,LAPTOP
EVT_000146,US_015,SSN_US_015_03,remove_from_cart,9,,5210,2026-04-11T00:17:56Z,cart,LAPTOP
EVT_000147,US_015,SSN_US_015_01,search,,laptop 14 inch nhẹ,,2026-04-11T00:21:01Z,products_list,LAPTOP
EVT_000148,US_015,SSN_US_015_02,chat,12,Pin dùng văn phòng được bao lâu?,,2026-04-11T00:24:20Z,chat_widget,LAPTOP
EVT_000149,US_015,SSN_US_015_03,filter,,filter: purpose=gaming,,2026-04-11T00:26:03Z,products_list,LAPTOP
EVT_000150,US_015,SSN_US_015_01,paginate,,,2152,2026-04-11T00:26:30Z,products_list,LAPTOP
EVT_000151,US_016,SSN_US_016_01,search,,laptop AI ryzen,,2026-04-04T23:57:00Z,products_list,LAPTOP
EVT_000152,US_016,SSN_US_016_02,view,4,,45554,2026-04-04T23:57:42Z,product_detail,LAPTOP
EVT_000153,US_016,SSN_US_016_01,checkout_start,,,8211,2026-04-05T00:00:42Z,checkout,LAPTOP
EVT_000154,US_016,SSN_US_016_02,remove_from_cart,12,,2225,2026-04-05T00:03:45Z,cart,LAPTOP
EVT_000155,US_016,SSN_US_016_01,filter,,filter: purpose=đồ hoạ - kỹ thuật,,2026-04-05T00:06:32Z,products_list,LAPTOP
EVT_000156,US_016,SSN_US_016_02,sort,,sort: price_desc,,2026-04-05T00:07:59Z,products_list,LAPTOP
EVT_000157,US_016,SSN_US_016_01,add_to_cart,14,,1503,2026-04-05T00:10:29Z,cart,LAPTOP
EVT_000158,US_016,SSN_US_016_02,chat,5,Pin dùng văn phòng được bao lâu?,,2026-04-05T00:11:56Z,chat_widget,LAPTOP
EVT_000159,US_016,SSN_US_016_01,purchase,13,,13502,2026-04-05T00:13:56Z,checkout_success,LAPTOP
EVT_000160,US_016,SSN_US_016_02,paginate,,,3481,2026-04-05T00:16:41Z,products_list,LAPTOP
EVT_000161,US_017,SSN_US_017_01,chat,2,Pin dùng văn phòng được bao lâu?,,2026-04-15T14:43:00Z,chat_widget,LAPTOP
EVT_000162,US_017,SSN_US_017_02,filter,,filter: purpose=gaming,,2026-04-15T14:46:02Z,products_list,LAPTOP
EVT_000163,US_017,SSN_US_017_01,paginate,,,1615,2026-04-15T14:47:09Z,products_list,LAPTOP
EVT_000164,US_017,SSN_US_017_02,search,,laptop đồ hoạ kỹ thuật 20 triệu,,2026-04-15T14:47:56Z,products_list,LAPTOP
EVT_000165,US_017,SSN_US_017_01,view,4,,49138,2026-04-15T14:48:17Z,product_detail,LAPTOP
EVT_000166,US_017,SSN_US_017_02,add_to_cart,14,,7795,2026-04-15T14:51:03Z,cart,LAPTOP
EVT_000167,US_017,SSN_US_017_01,remove_from_cart,8,,4195,2026-04-15T14:51:31Z,cart,LAPTOP
EVT_000168,US_017,SSN_US_017_02,checkout_start,,,11431,2026-04-15T14:55:27Z,checkout,LAPTOP
EVT_000169,US_017,SSN_US_017_01,purchase,12,,10291,2026-04-15T14:56:26Z,checkout_success,LAPTOP
EVT_000170,US_017,SSN_US_017_02,sort,,sort: price_desc,,2026-04-15T14:58:42Z,products_list,LAPTOP
EVT_000171,US_018,SSN_US_018_01,purchase,15,,5988,2026-04-21T22:00:00Z,checkout_success,LAPTOP
EVT_000172,US_018,SSN_US_018_01,filter,,filter: purpose=mỏng nhẹ,,2026-04-21T22:02:06Z,products_list,LAPTOP
EVT_000173,US_018,SSN_US_018_01,search,,laptop văn phòng dưới 15tr,,2026-04-21T22:05:41Z,products_list,LAPTOP
EVT_000174,US_018,SSN_US_018_01,checkout_start,,,10702,2026-04-21T22:08:41Z,checkout,LAPTOP
EVT_000175,US_018,SSN_US_018_01,paginate,,,3238,2026-04-21T22:11:14Z,products_list,LAPTOP
EVT_000176,US_018,SSN_US_018_01,add_to_cart,13,,8802,2026-04-21T22:12:45Z,cart,LAPTOP
EVT_000177,US_018,SSN_US_018_01,chat,10,Con này có nâng cấp RAM/SSD được không?,,2026-04-21T22:14:48Z,chat_widget,LAPTOP
EVT_000178,US_018,SSN_US_018_01,sort,,sort: newest,,2026-04-21T22:16:47Z,products_list,LAPTOP
EVT_000179,US_018,SSN_US_018_01,remove_from_cart,15,,2103,2026-04-21T22:18:51Z,cart,LAPTOP
EVT_000180,US_018,SSN_US_018_01,view,14,,49108,2026-04-21T22:22:11Z,product_detail,LAPTOP
EVT_000181,US_019,SSN_US_019_01,add_to_cart,6,,4119,2026-04-08T20:17:00Z,cart,LAPTOP
EVT_000182,US_019,SSN_US_019_02,view,9,,23280,2026-04-08T20:20:58Z,product_detail,LAPTOP
EVT_000183,US_019,SSN_US_019_01,paginate,,,1417,2026-04-08T20:21:43Z,products_list,LAPTOP
EVT_000184,US_019,SSN_US_019_02,remove_from_cart,7,,2051,2026-04-08T20:22:52Z,cart,LAPTOP
EVT_000185,US_019,SSN_US_019_01,search,,laptop mỏng nhẹ pin trâu,,2026-04-08T20:26:02Z,products_list,LAPTOP
EVT_000186,US_019,SSN_US_019_02,chat,7,Màn hình có đẹp để làm thiết kế không?,,2026-04-08T20:26:28Z,chat_widget,LAPTOP
EVT_000187,US_019,SSN_US_019_01,filter,,filter: purpose=đồ hoạ - kỹ thuật,,2026-04-08T20:28:02Z,products_list,LAPTOP
EVT_000188,US_019,SSN_US_019_02,sort,,sort: price_desc,,2026-04-08T20:30:11Z,products_list,LAPTOP
EVT_000189,US_019,SSN_US_019_01,checkout_start,,,5388,2026-04-08T20:30:36Z,checkout,LAPTOP
EVT_000190,US_019,SSN_US_019_02,purchase,7,,10381,2026-04-08T20:34:19Z,checkout_success,LAPTOP
EVT_000191,US_020,SSN_US_020_01,remove_from_cart,5,,4370,2026-04-01T18:24:00Z,cart,LAPTOP
EVT_000192,US_020,SSN_US_020_02,purchase,1,,10371,2026-04-01T18:26:14Z,checkout_success,LAPTOP
EVT_000193,US_020,SSN_US_020_03,paginate,,,2456,2026-04-01T18:27:50Z,products_list,LAPTOP
EVT_000194,US_020,SSN_US_020_01,view,3,,73083,2026-04-01T18:31:05Z,product_detail,LAPTOP
EVT_000195,US_020,SSN_US_020_02,chat,15,Pin dùng văn phòng được bao lâu?,,2026-04-01T18:33:14Z,chat_widget,LAPTOP
EVT_000196,US_020,SSN_US_020_03,sort,,sort: newest,,2026-04-01T18:36:03Z,products_list,LAPTOP
EVT_000197,US_020,SSN_US_020_01,filter,,filter: purpose=gaming,,2026-04-01T18:36:19Z,products_list,LAPTOP
EVT_000198,US_020,SSN_US_020_02,add_to_cart,10,,6931,2026-04-01T18:39:00Z,cart,LAPTOP
EVT_000199,US_020,SSN_US_020_03,search,,laptop đồ hoạ kỹ thuật 20 triệu,,2026-04-01T18:39:16Z,products_list,LAPTOP
EVT_000200,US_020,SSN_US_020_01,checkout_start,,,9022,2026-04-01T18:42:10Z,checkout,LAPTOP
EVT_000201,US_021,SSN_US_021_01,search,,laptop gaming rtx,,2026-04-06T01:16:00Z,products_list,LAPTOP
EVT_000202,US_021,SSN_US_021_02,paginate,,,1135,2026-04-06T01:19:43Z,products_list,LAPTOP
EVT_000203,US_021,SSN_US_021_01,view,1,,67088,2026-04-06T01:21:53Z,product_detail,LAPTOP
EVT_000204,US_021,SSN_US_021_02,chat,1,Máy có nóng khi chạy lâu không?,,2026-04-06T01:24:21Z,chat_widget,LAPTOP
EVT_000205,US_021,SSN_US_021_01,purchase,11,,5124,2026-04-06T01:25:28Z,checkout_success,LAPTOP
EVT_000206,US_021,SSN_US_021_02,filter,,filter: purpose=đồ hoạ - kỹ thuật,,2026-04-06T01:28:57Z,products_list,LAPTOP
EVT_000207,US_021,SSN_US_021_01,checkout_start,,,2508,2026-04-06T01:29:17Z,checkout,LAPTOP
EVT_000208,US_021,SSN_US_021_02,sort,,sort: price_asc,,2026-04-06T01:30:30Z,products_list,LAPTOP
EVT_000209,US_021,SSN_US_021_01,add_to_cart,1,,6589,2026-04-06T01:34:14Z,cart,LAPTOP
EVT_000210,US_021,SSN_US_021_02,remove_from_cart,4,,1834,2026-04-06T01:35:03Z,cart,LAPTOP
EVT_000211,US_022,SSN_US_022_01,filter,,filter: purpose=mỏng nhẹ,,2026-04-04T18:13:00Z,products_list,LAPTOP
EVT_000212,US_022,SSN_US_022_02,remove_from_cart,1,,3355,2026-04-04T18:15:38Z,cart,LAPTOP
EVT_000213,US_022,SSN_US_022_03,sort,,sort: newest,,2026-04-04T18:18:15Z,products_list,LAPTOP
EVT_000214,US_022,SSN_US_022_01,search,,laptop văn phòng dưới 15tr,,2026-04-04T18:20:01Z,products_list,LAPTOP
EVT_000215,US_022,SSN_US_022_02,chat,4,Máy này có phù hợp học IT + làm đồ hoạ không?,,2026-04-04T18:23:14Z,chat_widget,LAPTOP
EVT_000216,US_022,SSN_US_022_03,purchase,12,,14276,2026-04-04T18:25:55Z,checkout_success,LAPTOP
EVT_000217,US_022,SSN_US_022_01,view,2,,63691,2026-04-04T18:27:07Z,product_detail,LAPTOP
EVT_000218,US_022,SSN_US_022_02,add_to_cart,5,,8465,2026-04-04T18:30:34Z,cart,LAPTOP
EVT_000219,US_022,SSN_US_022_03,paginate,,,3259,2026-04-04T18:33:39Z,products_list,LAPTOP
EVT_000220,US_022,SSN_US_022_01,checkout_start,,,3983,2026-04-04T18:37:15Z,checkout,LAPTOP
EVT_000221,US_023,SSN_US_023_01,sort,,sort: price_asc,,2026-04-02T11:34:00Z,products_list,LAPTOP
EVT_000222,US_023,SSN_US_023_02,chat,6,Màn hình có đẹp để làm thiết kế không?,,2026-04-02T11:36:00Z,chat_widget,LAPTOP
EVT_000223,US_023,SSN_US_023_03,checkout_start,,,4506,2026-04-02T11:39:11Z,checkout,LAPTOP
EVT_000224,US_023,SSN_US_023_01,search,,laptop mỏng nhẹ pin trâu,,2026-04-02T11:41:12Z,products_list,LAPTOP
