event_id,user_id,session_id,event_type,product_id,query_text,duration_ms,created_at,page,product_type
EVT_000077,US_008,SSN_US_008_01,add_to_cart,12,,4073,2026-04-17T03:04:09Z,cart,LAPTOP
EVT_000078,US_008,SSN_US_008_01,purchase,5,,10484,2026-04-17T03:05:20Z,checkout_success,LAPTOP
EVT_000079,US_008,SSN_US_008_01,view,11,,60303,2026-04-17T03:06:03Z,product_detail,LAPTOP
EVT_000080,US_008,SSN_US_008_01,filter,,filter: brand=msi,,2026-04-17T03:07:29Z,products_list,LAPTOP
EVT_000081,US_009,SSN_US_009_01,sort,,sort: price_asc,,2026-04-01T14:39:00Z,products_list,LAPTOP
EVT_000082,US_009,SSN_US_009_01,add_to_cart,4,,4527,2026-04-01T14:42:55Z,cart,LAPTOP
EVT_000083,US_009,SSN_US_009_01,search,,laptop ssd 1tb,,2026-04-01T14:44:17Z,products_list,LAPTOP
EVT_000084,US_009,SSN_US_009_01,filter,,filter: ram>=32,,2026-04-01T14:46:19Z,products_list,LAPTOP
EVT_000085,US_009,SSN_US_009_01,remove_from_cart,13,,5133,2026-04-01T14:49:05Z,cart,LAPTOP
EVT_000086,US_009,SSN_US_009_01,checkout_start,,,11086,2026-04-01T14:49:17Z,checkout,LAPTOP
EVT_000087,US_009,SSN_US_009_01,paginate,,,1224,2026-04-01T14:50:43Z,products_list,LAPTOP
EVT_000088,US_009,SSN_US_009_01,purchase,3,,8333,2026-04-01T14:54:37Z,checkout_success,LAPTOP
EVT_000089,US_009,SSN_US_009_01,view,15,,25014,2026-04-01T14:55:16Z,product_detail,LAPTOP
EVT_000090,US_009,SSN_US_009_01,chat,9,Con máy này có nâng cấp RAM/SSD được không?,,2026-04-01T14:58:36Z,chat_widget,LAPTOP
EVT_000091,US_010,SSN_US_010_01,remove_from_cart,14,,3066,2026-04-20T06:45:00Z,cart,LAPTOP
EVT_000092,US_010,SSN_US_010_02,view,1,,39859,2026-04-20T06:45:21Z,product_detail,LAPTOP
EVT_000093,US_010,SSN_US_010_01,chat,3,Máy có bị ồn quạt khi làm việc nặng không?,,2026-04-20T06:48:48Z,chat_widget,LAPTOP
EVT_000094,US_010,SSN_US_010_02,search,,laptop ssd 1tb,,2026-04-20T06:50:05Z,products_list,LAPTOP
EVT_000095,US_010,SSN_US_010_01,filter,,filter: brand=hp,,2026-04-20T06:53:24Z,products_list,LAPTOP
EVT_000096,US_010,SSN_US_010_02,purchase,12,,11007,2026-04-20T06:55:55Z,checkout_success,LAPTOP
EVT_000097,US_010,SSN_US_010_01,checkout_start,,,2158,2026-04-20T06:58:28Z,checkout,LAPTOP
EVT_000098,US_010,SSN_US_010_02,paginate,,,1108,2026-04-20T06:59:06Z,products_list,LAPTOP
EVT_000099,US_010,SSN_US_010_01,sort,,sort: newest,,2026-04-20T07:03:02Z,products_list,LAPTOP
EVT_000100,US_010,SSN_US_010_02,add_to_cart,9,,1795,2026-04-20T07:03:50Z,cart,LAPTOP
EVT_000101,US_011,SSN_US_011_01,view,11,,24736,2026-04-19T17:09:00Z,product_detail,LAPTOP
EVT_000102,US_011,SSN_US_011_02,sort,,sort: newest,,2026-04-19T17:10:40Z,products_list,LAPTOP
EVT_000103,US_011,SSN_US_011_01,paginate,,,2464,2026-04-19T17:14:36Z,products_list,LAPTOP
EVT_000104,US_011,SSN_US_011_02,add_to_cart,12,,2766,2026-04-19T17:17:24Z,cart,LAPTOP
EVT_000105,US_011,SSN_US_011_01,checkout_start,,,4662,2026-04-19T17:18:34Z,checkout,LAPTOP
EVT_000106,US_011,SSN_US_011_02,chat,13,Máy có hỗ trợ sạc Type-C không?,,2026-04-19T17:22:08Z,chat_widget,LAPTOP
EVT_000107,US_011,SSN_US_011_01,purchase,7,,4406,2026-04-19T17:26:03Z,checkout_success,LAPTOP
EVT_000108,US_011,SSN_US_011_02,search,,laptop msi 20-25tr,,2026-04-19T17:26:58Z,products_list,LAPTOP
EVT_000109,US_011,SSN_US_011_01,filter,,filter: brand=acer,,2026-04-19T17:30:28Z,products_list,LAPTOP
EVT_000110,US_011,SSN_US_011_02,remove_from_cart,11,,2832,2026-04-19T17:34:03Z,cart,LAPTOP
EVT_000111,US_012,SSN_US_012_01,remove_from_cart,1,,2382,2026-04-04T12:55:00Z,cart,LAPTOP
EVT_000112,US_012,SSN_US_012_01,add_to_cart,6,,3782,2026-04-04T12:56:52Z,cart,LAPTOP
EVT_000113,US_012,SSN_US_012_01,chat,2,SSD 512GB có đủ dùng không hay nên 1TB?,,2026-04-04T13:00:43Z,chat_widget,LAPTOP
EVT_000114,US_012,SSN_US_012_01,paginate,,,2238,2026-04-04T13:02:04Z,products_list,LAPTOP
EVT_000115,US_012,SSN_US_012_01,filter,,filter: brand=lenovo,,2026-04-04T13:04:58Z,products_list,LAPTOP
EVT_000116,US_012,SSN_US_012_01,purchase,14,,12785,2026-04-04T13:08:01Z,checkout_success,LAPTOP
EVT_000117,US_012,SSN_US_012_01,view,1,,25559,2026-04-04T13:09:35Z,product_detail,LAPTOP
EVT_000118,US_012,SSN_US_012_01,sort,,sort: price_desc,,2026-04-04T13:13:29Z,products_list,LAPTOP
EVT_000119,US_012,SSN_US_012_01,checkout_start,,,11512,2026-04-04T13:14:24Z,checkout,LAPTOP
EVT_000120,US_012,SSN_US_012_01,search,,laptop văn phòng dưới 15tr,,2026-04-04T13:15:41Z,products_list,LAPTOP
EVT_000121,US_013,SSN_US_013_01,purchase,1,,12518,2026-04-14T11:46:00Z,checkout_success,LAPTOP
EVT_000122,US_013,SSN_US_013_02,chat,9,Có phù hợp mang đi học hằng ngày không?,,2026-04-14T11:49:36Z,chat_widget,LAPTOP
EVT_000123,US_013,SSN_US_013_03,search,,laptop có sạc type-c,,2026-04-14T11:52:50Z,products_list,LAPTOP
EVT_000124,US_013,SSN_US_013_01,filter,,filter: brand=dell,,2026-04-14T11:54:33Z,products_list,LAPTOP
EVT_000125,US_013,SSN_US_013_02,checkout_start,,,7409,2026-04-14T11:55:00Z,checkout,LAPTOP
EVT_000126,US_013,SSN_US_013_03,paginate,,,2085,2026-04-14T11:57:49Z,products_list,LAPTOP
EVT_000127,US_013,SSN_US_013_01,sort,,sort: price_asc,,2026-04-14T12:00:48Z,products_list,LAPTOP
EVT_000128,US_013,SSN_US_013_02,view,15,,37681,2026-04-14T12:04:02Z,product_detail,LAPTOP
EVT_000129,US_013,SSN_US_013_03,remove_from_cart,5,,4145,2026-04-14T12:06:21Z,cart,LAPTOP
EVT_000130,US_013,SSN_US_013_01,add_to_cart,7,,7211,2026-04-14T12:07:54Z,cart,LAPTOP
EVT_000131,US_014,SSN_US_014_01,chat,7,Máy có cổng HDMI/USB-A đầy đủ không?,,2026-04-05T06:26:00Z,chat_widget,LAPTOP
EVT_000132,US_014,SSN_US_014_02,add_to_cart,11,,4139,2026-04-05T06:28:45Z,cart,LAPTOP
EVT_000133,US_014,SSN_US_014_03,view,8,,46977,2026-04-05T06:30:54Z,product_detail,LAPTOP
EVT_000134,US_014,SSN_US_014_01,purchase,4,,12375,2026-04-05T06:33:56Z,checkout_success,LAPTOP
EVT_000135,US_014,SSN_US_014_02,search,,laptop thiết kế đồ hoạ kiến trúc,,2026-04-05T06:36:07Z,products_list,LAPTOP
EVT_000136,US_014,SSN_US_014_03,checkout_start,,,3389,2026-04-05T06:39:05Z,checkout,LAPTOP
EVT_000137,US_014,SSN_US_014_01,sort,,sort: newest,,2026-04-05T06:40:27Z,products_list,LAPTOP
EVT_000138,US_014,SSN_US_014_02,paginate,,,3392,2026-04-05T06:43:26Z,products_list,LAPTOP
EVT_000139,US_014,SSN_US_014_03,filter,,filter: storage>=1024,,2026-04-05T06:46:14Z,products_list,LAPTOP
EVT_000140,US_014,SSN_US_014_01,remove_from_cart,14,,2724,2026-04-05T06:46:47Z,cart,LAPTOP
EVT_000141,US_015,SSN_US_015_01,filter,,filter: brand=asus,,2026-04-08T06:09:00Z,products_list,LAPTOP
EVT_000142,US_015,SSN_US_015_02,add_to_cart,7,,3498,2026-04-08T06:11:16Z,cart,LAPTOP
EVT_000143,US_015,SSN_US_015_01,view,11,,63064,2026-04-08T06:12:03Z,product_detail,LAPTOP
EVT_000144,US_015,SSN_US_015_02,remove_from_cart,15,,1673,2026-04-08T06:12:14Z,cart,LAPTOP
EVT_000145,US_015,SSN_US_015_01,purchase,7,,7585,2026-04-08T06:15:43Z,checkout_success,LAPTOP
EVT_000146,US_015,SSN_US_015_02,paginate,,,2921,2026-04-08T06:16:38Z,products_list,LAPTOP
EVT_000147,US_015,SSN_US_015_01,checkout_start,,,2822,2026-04-08T06:18:46Z,checkout,LAPTOP
EVT_000148,US_015,SSN_US_015_02,sort,,sort: price_asc,,2026-04-08T06:21:18Z,products_list,LAPTOP
EVT_000149,US_015,SSN_US_015_01,chat,2,Máy có khe RAM nâng cấp không hay hàn chết?,,2026-04-08T06:25:05Z,chat_widget,LAPTOP
EVT_000150,US_015,SSN_US_015_02,search,,laptop rtx 2050 tầm 20tr,,2026-04-08T06:25:49Z,products_list,LAPTOP
EVT_000151,US_016,SSN_US_016_01,search,,laptop ryzen ai dưới 10tr,,2026-04-18T19:20:00Z,products_list,LAPTOP
EVT_000152,US_016,SSN_US_016_02,add_to_cart,13,,3525,2026-04-18T19:21:16Z,cart,LAPTOP
EVT_000153,US_016,SSN_US_016_03,filter,,filter: ram>=8,,2026-04-18T19:25:01Z,products_list,LAPTOP
EVT_000154,US_016,SSN_US_016_01,view,13,,52163,2026-04-18T19:28:27Z,product_detail,LAPTOP
EVT_000155,US_016,SSN_US_016_02,sort,,sort: newest,,2026-04-18T19:30:41Z,products_list,LAPTOP
EVT_000156,US_016,SSN_US_016_03,paginate,,,1924,2026-04-18T19:31:52Z,products_list,LAPTOP
EVT_000157,US_016,SSN_US_016_01,chat,2,Màn hình 14 inch làm việc có đủ không?,,2026-04-18T19:33:54Z,chat_widget,LAPTOP
EVT_000158,US_016,SSN_US_016_02,remove_from_cart,4,,3025,2026-04-18T19:35:17Z,cart,LAPTOP
EVT_000159,US_016,SSN_US_016_03,purchase,6,,12849,2026-04-18T19:36:52Z,checkout_success,LAPTOP
EVT_000160,US_016,SSN_US_016_01,checkout_start,,,4267,2026-04-18T19:37:22Z,checkout,LAPTOP
EVT_000161,US_017,SSN_US_017_01,add_to_cart,4,,8323,2026-04-13T22:09:00Z,cart,LAPTOP
EVT_000162,US_017,SSN_US_017_01,search,,laptop ultra 7 15-20tr,,2026-04-13T22:10:57Z,products_list,LAPTOP
EVT_000163,US_017,SSN_US_017_01,purchase,10,,4320,2026-04-13T22:14:24Z,checkout_success,LAPTOP
EVT_000164,US_017,SSN_US_017_01,checkout_start,,,11432,2026-04-13T22:18:13Z,checkout,LAPTOP
EVT_000165,US_017,SSN_US_017_01,paginate,,,2753,2026-04-13T22:20:00Z,products_list,LAPTOP
EVT_000166,US_017,SSN_US_017_01,filter,,filter: weight<=1.5,,2026-04-13T22:20:11Z,products_list,LAPTOP
EVT_000167,US_017,SSN_US_017_01,chat,13,Card đồ hoạ này chơi game mức nào?,,2026-04-13T22:21:37Z,chat_widget,LAPTOP
EVT_000168,US_017,SSN_US_017_01,remove_from_cart,15,,4232,2026-04-13T22:25:25Z,cart,LAPTOP
EVT_000169,US_017,SSN_US_017_01,view,12,,66144,2026-04-13T22:27:52Z,product_detail,LAPTOP
EVT_000170,US_017,SSN_US_017_01,sort,,sort: newest,,2026-04-13T22:30:21Z,products_list,LAPTOP
EVT_000171,US_018,SSN_US_018_01,add_to_cart,10,,5875,2026-04-16T07:17:00Z,cart,LAPTOP
EVT_000172,US_018,SSN_US_018_01,purchase,15,,10455,2026-04-16T07:17:16Z,checkout_success,LAPTOP
EVT_000173,US_018,SSN_US_018_01,paginate,,,3111,2026-04-16T07:19:57Z,products_list,LAPTOP
EVT_000174,US_018,SSN_US_018_01,view,1,,23501,2026-04-16T07:22:56Z,product_detail,LAPTOP
EVT_000175,US_018,SSN_US_018_01,chat,7,Con máy này có nâng cấp RAM/SSD được không?,,2026-04-16T07:25:50Z,chat_widget,LAPTOP
EVT_000176,US_018,SSN_US_018_01,filter,,filter: brand=msi,,2026-04-16T07:29:41Z,products_list,LAPTOP
EVT_000177,US_018,SSN_US_018_01,sort,,sort: price_asc,,2026-04-16T07:30:37Z,products_list,LAPTOP
EVT_000178,US_018,SSN_US_018_01,search,,laptop core i7 25-30tr,,2026-04-16T07:31:53Z,products_list,LAPTOP
EVT_000179,US_018,SSN_US_018_01,checkout_start,,,5467,2026-04-16T07:33:26Z,checkout,LAPTOP
EVT_000180,US_018,SSN_US_018_01,remove_from_cart,6,,3564,2026-04-16T07:35:32Z,cart,LAPTOP
EVT_000181,US_019,SSN_US_019_01,chat,13,Máy có bị ồn quạt khi làm việc nặng không?,,2026-04-09T13:16:00Z,chat_widget,LAPTOP
EVT_000182,US_019,SSN_US_019_02,sort,,sort: price_asc,,2026-04-09T13:16:20Z,products_list,LAPTOP
EVT_000183,US_019,SSN_US_019_01,remove_from_cart,4,,966,2026-04-09T13:17:33Z,cart,LAPTOP
EVT_000184,US_019,SSN_US_019_02,filter,,filter: price<=30000000,,2026-04-09T13:20:22Z,products_list,LAPTOP
EVT_000185,US_019,SSN_US_019_01,purchase,3,,11758,2026-04-09T13:21:33Z,checkout_success,LAPTOP
EVT_000186,US_019,SSN_US_019_02,paginate,,,1268,2026-04-09T13:24:34Z,products_list,LAPTOP
EVT_000187,US_019,SSN_US_019_01,add_to_cart,4,,5309,2026-04-09T13:27:08Z,cart,LAPTOP
EVT_000188,US_019,SSN_US_019_02,search,,laptop msi dưới 10tr,,2026-04-09T13:30:17Z,products_list,LAPTOP
EVT_000189,US_019,SSN_US_019_01,checkout_start,,,8043,2026-04-09T13:33:43Z,checkout,LAPTOP
EVT_000190,US_019,SSN_US_019_02,view,10,,57796,2026-04-09T13:34:35Z,product_detail,LAPTOP
EVT_000191,US_020,SSN_US_020_01,chat,2,Máy có cổng HDMI/USB-A đầy đủ không?,,2026-04-04T05:19:00Z,chat_widget,LAPTOP
EVT_000192,US_020,SSN_US_020_02,purchase,14,,14276,2026-04-04T05:22:06Z,checkout_success,LAPTOP
EVT_000193,US_020,SSN_US_020_03,filter,,filter: price<=15000000,,2026-04-04T05:23:18Z,products_list,LAPTOP
EVT_000194,US_020,SSN_US_020_01,remove_from_cart,13,,3270,2026-04-04T05:26:26Z,cart,LAPTOP
EVT_000195,US_020,SSN_US_020_02,sort,,sort: newest,,2026-04-04T05:30:13Z,products_list,LAPTOP
EVT_000196,US_020,SSN_US_020_03,add_to_cart,13,,2491,2026-04-04T05:32:56Z,cart,LAPTOP
EVT_000197,US_020,SSN_US_020_01,checkout_start,,,11272,2026-04-04T05:36:29Z,checkout,LAPTOP
EVT_000198,US_020,SSN_US_020_02,paginate,,,968,2026-04-04T05:39:59Z,products_list,LAPTOP
EVT_000199,US_020,SSN_US_020_03,search,,laptop rtx dưới 30tr,,2026-04-04T05:41:37Z,products_list,LAPTOP
EVT_000200,US_020,SSN_US_020_01,view,11,,42285,2026-04-04T05:43:36Z,product_detail,LAPTOP
EVT_000201,US_021,SSN_US_021_01,add_to_cart,12,,5774,2026-04-21T10:00:00Z,cart,LAPTOP
EVT_000202,US_021,SSN_US_021_02,search,,laptop hp dưới 10tr,,2026-04-21T10:02:56Z,products_list,LAPTOP
EVT_000203,US_021,SSN_US_021_03,paginate,,,3004,2026-04-21T10:05:43Z,products_list,LAPTOP
EVT_000204,US_021,SSN_US_021_01,purchase,8,,11616,2026-04-21T10:09:11Z,checkout_success,LAPTOP
EVT_000205,US_021,SSN_US_021_02,chat,14,Máy này có Copilot/AI NPU không?,,2026-04-21T10:11:12Z,chat_widget,LAPTOP
EVT_000206,US_021,SSN_US_021_03,filter,,filter: ram>=8,,2026-04-21T10:13:53Z,products_list,LAPTOP
EVT_000207,US_021,SSN_US_021_01,sort,,sort: price_asc,,2026-04-21T10:15:25Z,products_list,LAPTOP
EVT_000208,US_021,SSN_US_021_02,view,15,,23679,2026-04-21T10:19:07Z,product_detail,LAPTOP
EVT_000209,US_021,SSN_US_021_03,checkout_start,,,9385,2026-04-21T10:20:28Z,checkout,LAPTOP
EVT_000210,US_021,SSN_US_021_01,remove_from_cart,13,,4606,2026-04-21T10:21:40Z,cart,LAPTOP
EVT_000211,US_022,SSN_US_022_01,search,,laptop hp tầm 20tr,,2026-04-13T10:01:00Z,products_list,LAPTOP
EVT_000212,US_022,SSN_US_022_02,remove_from_cart,1,,5032,2026-04-13T10:03:32Z,cart,LAPTOP
EVT_000213,US_022,SSN_US_022_03,purchase,2,,7954,2026-04-13T10:04:30Z,checkout_success,LAPTOP
EVT_000214,US_022,SSN_US_022_01,paginate,,,2464,2026-04-13T10:07:44Z,products_list,LAPTOP
EVT_000215,US_022,SSN_US_022_02,chat,9,SSD 512GB có đủ dùng không hay nên 1TB?,,2026-04-13T10:09:59Z,chat_widget,LAPTOP
EVT_000216,US_022,SSN_US_022_03,view,12,,49201,2026-04-13T10:11:10Z,product_detail,LAPTOP
EVT_000217,US_022,SSN_US_022_01,sort,,sort: newest,,2026-04-13T10:14:05Z,products_list,LAPTOP
EVT_000218,US_022,SSN_US_022_02,filter,,filter: brand=hp,,2026-04-13T10:16:20Z,products_list,LAPTOP
EVT_000219,US_022,SSN_US_022_03,add_to_cart,1,,2262,2026-04-13T10:19:52Z,cart,LAPTOP
EVT_000220,US_022,SSN_US_022_01,checkout_start,,,5630,2026-04-13T10:21:17Z,checkout,LAPTOP
EVT_000221,US_023,SSN_US_023_01,search,,laptop ultra 5 dưới 30tr,,2026-04-08T09:42:00Z,products_list,LAPTOP
EVT_000222,US_023,SSN_US_023_02,view,8,,35754,2026-04-08T09:45:09Z,product_detail,LAPTOP
EVT_000223,US_023,SSN_US_023_03,purchase,5,,7777,2026-04-08T09:46:37Z,checkout_success,LAPTOP
EVT_000224,US_023,SSN_US_023_01,sort,,sort: newest,,2026-04-08T09:47:17Z,products_list,LAPTOP
EVT_000225,US_023,SSN_US_023_02,filter,,filter: storage>=512,,2026-04-08T09:48:16Z,products_list,LAPTOP
EVT_000226,US_023,SSN_US_023_03,remove_from_cart,12,,5189,2026-04-08T09:48:56Z,cart,LAPTOP
EVT_000227,US_023,SSN_US_023_01,paginate,,,1558,2026-04-08T09:52:21Z,products_list,LAPTOP
